Season,Track,Track_Type,Total_Entries,Races_At_Track,Avg_Laps,Min_Laps,Max_Laps,Lead_Lap_Finishers,Different_Winners
2000,Phoenix Raceway,intermediate,43,1,293.5581395348837,51.0,312.0,21,1
1958,State Line Speedway,short,23,1,102.65217391304348,1.0,150.0,2,1
1970,Martinsville Speedway,short,69,2,213.2753623188406,2.0,500.0,3,2
1967,Greenville-Pickens Speedway,short,44,2,138.52272727272728,1.0,200.0,3,2
2016,Talladega Superspeedway,superspeedway,80,2,176.7,41.0,192.0,55,2
1974,Rockingham Speedway,intermediate,76,2,351.5263157894737,4.0,492.0,3,2
2016,Texas Motor Speedway,intermediate,80,2,306.125,178.0,334.0,33,2
2025,EchoPark Speedway,speedway,40,1,204.05,56.0,260.0,21,1
1988,Charlotte Motor Speedway,intermediate,83,2,263.34939759036143,8.0,400.0,16,2
2017,Michigan International Speedway,intermediate,76,2,196.69736842105263,107.0,202.0,50,1
1967,Atlanta Motor Speedway,intermediate,88,2,192.375,2.0,334.0,3,2
1958,Salisbury Super Speedway,intermediate,30,1,135.9,12.0,160.0,2,1
1975,Charlotte Motor Speedway,intermediate,82,2,266.0487804878049,8.0,400.0,4,1
1993,Michigan International Speedway,intermediate,82,2,172.03658536585365,2.0,200.0,27,2
1962,Hickory Speedway,short,44,2,172.38636363636363,1.0,250.0,2,2
1996,Atlanta Motor Speedway,intermediate,83,2,286.0,23.0,328.0,23,2
1951,Lakeview Speedway,intermediate,46,2,112.0,34.0,150.0,3,2
2001,Kansas Speedway,intermediate,43,1,232.32558139534885,0.0,267.0,16,1
2004,Michigan International Speedway,intermediate,86,2,173.11627906976744,11.0,200.0,41,2
2023,Nashville Superspeedway,intermediate,36,1,295.02777777777777,146.0,300.0,21,1
1957,Greensboro Agriculture Fairgrounds,short,50,2,188.05,25.0,250.0,3,2
1967,Martinsville Speedway,short,77,2,271.961038961039,3.0,500.0,3,1
1951,Langhorne Speedway,intermediate,36,1,102.6,49.0,150.0,2,1
2006,Homestead-Miami Speedway,intermediate,43,1,244.53488372093022,9.0,268.0,20,1
2015,Dover International Speedway,intermediate,86,2,388.5813953488372,186.0,405.0,29,2
1953,Lakewood Speedway,intermediate,43,2,59.0,12.0,100.0,2,2
2023,Charlotte Motor Speedway Road Course,road course,37,1,106.27027027027027,76.0,109.0,33,1
2002,Bristol Motor Speedway,short,86,2,456.24418604651163,21.0,500.0,31,2
1969,Bowman Gray Stadium,short,24,1,151.95833333333334,2.0,250.0,3,1
2010,New Hampshire Motor Speedway,intermediate,86,2,258.09302325581393,11.0,301.0,40,2
1989,Sonoma Raceway,road course,42,1,65.85714285714286,8.0,74.0,14,1
2012,Darlington Raceway,intermediate,43,1,311.16279069767444,19.0,368.0,21,1
2006,Daytona International Speedway,intermediate,86,2,175.77906976744185,28.0,203.0,65,2
1995,Pocono Raceway,intermediate,83,2,182.9879518072289,2.0,200.0,34,2
2006,Kansas Speedway,intermediate,43,1,253.2093023255814,18.0,267.0,14,1
2006,Richmond Raceway,intermediate,86,2,375.63953488372096,11.0,400.0,28,2
2022,Charlotte Motor Speedway,intermediate,37,1,332.02702702702703,16.0,413.0,16,1
1970,North Wilkesboro Speedway,intermediate,60,2,299.45,32.0,400.0,3,2
1953,Five Flags Speedway,short,18,1,140.0,140.0,140.0,1,1
1962,Starkey Speedway,short,18,1,152.16666666666666,8.0,200.0,5,1
1961,Occoneechee Speedway,intermediate,40,2,102.275,6.0,165.0,4,2
1996,Richmond Raceway,intermediate,80,2,383.925,19.0,400.0,24,2
1987,Daytona International Speedway,intermediate,83,2,145.89156626506025,5.0,200.0,23,2
2015,Homestead-Miami Speedway,intermediate,43,1,254.5581395348837,45.0,267.0,19,1
1955,Las Vegas Park Speedway,intermediate,27,1,76.66666666666667,11.0,111.0,1,1
1949,Occoneechee Speedway,intermediate,28,1,101.0,38.0,200.0,1,1
1975,Darlington Raceway,intermediate,76,2,235.73684210526315,1.0,367.0,5,1
1994,Michigan International Speedway,intermediate,83,2,159.03614457831324,0.0,200.0,18,2
1994,Watkins Glen International,road course,40,1,80.325,5.0,90.0,17,1
1954,Corbin Speedway,short,21,1,138.76190476190476,2.0,200.0,2,1
2012,Kansas Speedway,intermediate,86,2,210.90697674418604,7.0,267.0,35,2
1964,Atlanta Motor Speedway,intermediate,77,2,150.8961038961039,0.0,334.0,3,2
1992,Richmond Raceway,intermediate,70,2,377.4714285714286,12.0,400.0,17,2
1959,Richmond Raceway,intermediate,26,1,60.07692307692308,6.0,100.0,4,1
2012,Auto Club Speedway,intermediate,43,1,111.02325581395348,1.0,129.0,16,1
1978,Michigan International Speedway,intermediate,71,2,158.14084507042253,9.0,200.0,8,2
2021,Daytona International Speedway Road Course,superspeedway,40,1,66.675,3.0,70.0,32,1
1967,Nashville Speedway,short,32,1,189.375,11.0,400.0,1,1
1980,Rockingham Speedway,intermediate,74,2,330.0135135135135,9.0,492.0,4,1
1967,Occoneechee Speedway,intermediate,28,1,104.42857142857143,11.0,167.0,2,1
1969,Talladega Superspeedway,superspeedway,36,1,100.94444444444444,0.0,188.0,3,1
1992,Darlington Raceway,intermediate,77,2,259.987012987013,3.0,367.0,12,2
1979,North Wilkesboro Speedway,intermediate,59,2,306.9830508474576,10.0,400.0,6,2
1953,Asheville-Weaverville Speedway,short,19,1,200.0,200.0,200.0,1,1
2017,Atlanta Motor Speedway,intermediate,39,1,310.2564102564103,74.0,325.0,17,1
2001,Chicagoland Speedway,intermediate,43,1,242.34883720930233,3.0,267.0,17,1
1998,Sonoma Raceway,road course,43,1,104.72093023255815,13.0,112.0,29,1
2002,Auto Club Speedway,intermediate,43,1,226.06976744186048,4.0,250.0,11,1
1965,Birmingham International Raceway,short,16,1,92.5625,7.0,108.0,4,1
1967,Asheville-Weaverville Speedway,short,52,2,203.23076923076923,5.0,500.0,4,2
1963,Bristol Motor Speedway,short,71,2,354.0845070422535,1.0,500.0,4,2
1951,Central City Speedway,short,22,1,168.0,106.0,200.0,1,1
2000,Sonoma Raceway,road course,43,1,101.46511627906976,15.0,112.0,27,1
2010,Charlotte Motor Speedway,intermediate,86,2,325.54651162790697,25.0,400.0,45,2
1974,Dover International Speedway,intermediate,75,2,310.70666666666665,0.0,500.0,3,2
2020,Daytona International Speedway,intermediate,80,2,174.6,3.0,209.0,37,2
2022,Bristol Motor Speedway Dirt Track,short,36,1,230.30555555555554,74.0,250.0,26,1
1998,Bristol Motor Speedway,short,86,2,449.27906976744185,37.0,500.0,22,2
